LADCD,FRACD,YEAR
E08000034,E31000045,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000202,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000239,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000139,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E08000035,E31000045,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000041,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000203,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000140,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000095,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000042,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E08000036,E31000045,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000141,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000096,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000204,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000001,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000142,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000098,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000043,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000205,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000002,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000044,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000206,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000143,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000099,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000003,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000045,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000207,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000144,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000102,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000004,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000208,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000046,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000145,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000005,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000047,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000209,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000146,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000006,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000210,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000147,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E09000007,E31000046,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000211,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000212,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000213,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000214,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E07000215,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2016_dec.csv
E06000022,E31000001,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000023,E31000001,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000024,E31000001,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000025,E31000001,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000032,E31000002,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000055,E31000002,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000056,E31000002,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000036,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000037,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000038,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000039,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000040,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000041,E31000003,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000042,E31000004,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000004,E31000004,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000005,E31000004,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000006,E31000004,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000007,E31000004,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000031,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000008,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000009,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000010,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000011,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000012,E31000005,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000006,E31000006,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000007,E31000006,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000049,E31000006,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000050,E31000006,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000001,E31000007,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000002,E31000007,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000003,E31000007,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000004,E31000007,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000052,E31000008,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000026,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000027,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000028,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000029,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000030,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000031,E31000009,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000015,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000032,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000033,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000034,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000035,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000036,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000037,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000038,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000039,E31000010,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000026,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000027,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000040,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000041,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000042,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000043,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000044,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000045,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000046,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000047,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000148,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000149,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000014,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000163,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000164,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000165,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000166,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000167,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000168,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000169,E31000027,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000150,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000151,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000152,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000153,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000154,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000155,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000156,E31000028,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000057,E31000029,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000018,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000170,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000171,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000172,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000173,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000174,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000175,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000176,E31000030,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000177,E31000031,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000178,E31000031,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000179,E31000031,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000180,E31000031,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000181,E31000031,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000020,E31000032,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000051,E31000032,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000021,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000192,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000193,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000194,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000195,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000196,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000197,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000198,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000199,E31000033,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000200,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000201,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000202,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000203,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000204,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000205,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000206,E31000034,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000207,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000208,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000209,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000210,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000211,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000212,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000213,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000214,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000215,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000103,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000240,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000241,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000242,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000243,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000010,E31000020,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000011,E31000020,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000012,E31000020,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000013,E31000020,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000046,E31000021,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000035,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000105,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000106,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000107,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000108,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000109,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000110,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000111,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000112,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000113,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000114,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000115,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000116,E31000022,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000008,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000009,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000117,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000118,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000119,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000120,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000121,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000122,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000123,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000124,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000125,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000126,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000127,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000128,E31000023,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000016,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000017,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000129,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000130,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000131,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000132,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000133,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000134,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000135,E31000024,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000136,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000137,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000138,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000139,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000140,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000141,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000142,E31000025,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000143,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000144,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000145,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000146,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000147,E31000026,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000187,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000188,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000189,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000190,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000191,E31000011,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000005,E31000013,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000047,E31000013,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000043,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000061,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000062,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000063,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000064,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000065,E31000014,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000033,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000034,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000066,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000067,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000068,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000069,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000070,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000071,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000072,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000073,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000074,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000075,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000076,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000077,E31000015,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000078,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000079,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000080,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000081,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000082,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000083,E31000016,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000044,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000045,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000084,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000085,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000086,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000087,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000088,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000089,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000090,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000091,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000092,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000093,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000094,E31000017,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000019,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000234,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000235,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000236,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000237,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000238,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000239,E31000018,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000095,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000096,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000098,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000099,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000102,E31000019,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000216,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000217,E31000035,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000218,E31000036,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000219,E31000036,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000220,E31000036,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000221,E31000036,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000222,E31000036,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000223,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000224,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000225,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000226,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000227,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000228,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E07000229,E31000037,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E06000053,E31000039,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000001,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000002,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000003,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000004,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000005,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000006,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000007,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000008,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000009,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000010,E31000040,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
E08000011,E31000041,resources/data/fire_and_rescue_lookup/lad_fra_lut_2017_dec.csv
